file_id,department,file_type,priority,submission_date,complexity_score,num_pages,required_approvals,assigned_officer_id,officer_experience_years,current_backlog_officer,routing_path,sla_days,processing_time_hours,delayed,delay_ratio,processing_time_days
9d2fc5a7-328d-4dc1-bb53-f93141f55652,UrbanDev,report,Low,2024-12-04 14:22:58.570081,0.19,5,2,OFF128,4.6,7,Clerk->Officer->SectionHead,10,8.21,False,0.034,0.342
fa126ae9-a997-410c-88b6-4612419dcd8b,Welfare,application,Medium,2025-03-09 14:22:58.570081,0.244,5,1,OFF135,5.9,8,Clerk->Officer,5,9.16,False,0.076,0.382
44368b81-d1ff-4578-ac89-2391e5aac08a,Education,application,Low,2024-12-06 14:22:58.570081,0.16,8,1,OFF109,0.5,4,Clerk->Officer,7,7.79,False,0.046,0.325
cbfbc1e2-b933-4105-b663-d7113973f26c,Welfare,application,Low,2024-12-13 14:22:58.570081,0.222,7,1,OFF118,4.9,9,Clerk->Officer,7,26.45,False,0.157,1.102
c6210298-71f3-4117-b169-ac90af79c6c0,Revenue,application,Medium,2025-04-27 14:22:58.570081,0.139,5,1,OFF069,0.5,4,Clerk->Officer,5,30.61,False,0.255,1.275
dfc43219-a518-4b75-be40-a8af4d9bd4a5,UrbanDev,report,Medium,2025-04-03 14:22:58.570081,0.259,13,5,OFF029,2.0,5,Clerk->Officer->SectionHead->Finance->Director,7,47.43,False,0.282,1.976
1dfecd07-c302-40ce-83e8-d1626c75a64f,Education,report,Medium,2025-06-16 14:22:58.570081,0.185,6,2,OFF190,3.2,8,Clerk->Officer->SectionHead,7,7.68,True,0.046,0.32
3cc4d5e1-e290-42df-862e-1d3583cf25e6,UrbanDev,report,Low,2025-12-15 14:22:58.570081,0.36,1,1,OFF140,5.4,9,Clerk->Officer,10,1.0,False,0.004,0.042
3389d7bd-0c1d-4365-be57-016a385819a0,Revenue,appeal,Medium,2024-12-15 14:22:58.570081,0.354,7,1,OFF083,3.5,12,Clerk->Officer,14,1.0,False,0.003,0.042
89136168-b144-480a-8be8-1754bd16ceca,Education,appeal,Medium,2025-06-28 14:22:58.570081,0.307,10,1,OFF161,3.4,10,Clerk->Officer,14,11.32,False,0.034,0.472
2a2f2041-e74b-4126-b296-e77aedde4e68,UrbanDev,report,Low,2025-03-29 14:22:58.570081,0.187,4,4,OFF157,3.3,6,Clerk->Officer->SectionHead->Finance->Director,10,37.17,False,0.155,1.549
7bda7494-8919-4b78-a22e-725101dea262,Health,appeal,Low,2026-04-23 14:22:58.570081,0.495,14,1,OFF105,0.5,14,Clerk->Officer,21,13.6,False,0.027,0.567
6aea2f04-f189-41ab-9514-414522289633,Education,application,Low,2025-04-15 14:22:58.570081,0.482,16,2,OFF047,6.5,16,Clerk->Officer->SectionHead,7,37.86,False,0.225,1.578
59886879-cf62-4bf1-a12c-69eb02dc4134,Welfare,appeal,Low,2024-12-08 14:22:58.570081,0.504,8,2,OFF080,0.8,10,Clerk->Officer->SectionHead,21,29.98,False,0.059,1.249
b2f16394-75db-4280-8b87-7e509c4b4d32,Revenue,application,Low,2025-01-11 14:22:58.570081,0.356,14,1,OFF047,3.1,8,Clerk->Officer,7,9.14,False,0.054,0.381
9958ec67-562d-4dd3-9f96-765fe915ee21,Education,application,Low,2025-05-17 14:22:58.570081,0.073,2,1,OFF018,6.0,3,Clerk->Officer,7,1.0,False,0.006,0.042
75b9fefc-f378-4e8a-9d13-ac5a7759759f,Transport,application,Low,2025-08-25 14:22:58.570081,0.419,9,3,OFF169,1.3,7,Clerk->Officer->SectionHead->Finance,7,21.38,False,0.127,0.891
e00c6321-3a4a-41b8-b8f9-992ed8f9f0f2,Welfare,application,Medium,2024-12-09 14:22:58.570081,0.092,8,1,OFF118,1.6,7,Clerk->Officer,5,2.38,False,0.02,0.099
9d1bd2b3-4ec0-499d-80a3-b2198489707a,Education,application,Low,2025-03-26 14:22:58.570081,0.579,8,1,OFF151,3.1,11,Clerk->Officer,7,7.34,False,0.044,0.306
07d154db-9259-4dc7-9b45-14b31e50ddc8,Revenue,application,Low,2025-03-24 14:22:58.570081,0.363,13,2,OFF001,4.0,8,Clerk->Officer->SectionHead,7,42.62,False,0.254,1.776
3f7a6528-d48a-4b65-9d07-a2c0a8e46ad1,Welfare,application,Medium,2025-02-10 14:22:58.570081,0.416,4,4,OFF179,3.0,14,Clerk->Officer->SectionHead->Finance->Director,5,34.72,False,0.289,1.447
9b9c7f3d-dd1d-45e1-93cf-d4ccd840fa27,Revenue,permit,Low,2025-02-14 14:22:58.570081,0.258,8,2,OFF115,3.8,8,Clerk->Officer->SectionHead,14,42.45,False,0.126,1.769
46c7921b-d4f1-49b8-aba3-fb333496e943,Education,permit,Low,2025-08-06 14:22:58.570081,0.22,4,2,OFF029,3.9,5,Clerk->Officer->SectionHead,14,19.94,False,0.059,0.831
0af32d40-e24d-4904-a659-b4554dfc0b67,Transport,application,Medium,2025-01-29 14:22:58.570081,0.165,4,1,OFF025,0.5,6,Clerk->Officer,5,1.0,True,0.008,0.042
b905c24f-269e-4aca-9ae9-fc448feb70d3,Transport,appeal,Low,2025-01-01 14:22:58.570081,0.453,12,1,OFF071,3.4,7,Clerk->Officer,21,45.47,True,0.09,1.895
95835d28-6575-4fc5-b082-dd980e6ed297,Welfare,permit,Low,2025-02-10 14:22:58.570081,0.192,7,3,OFF110,5.8,9,Clerk->Officer->SectionHead->Finance,14,29.71,False,0.088,1.238
c77f8cc9-7d1d-48c1-9e66-8ac515f5c697,Welfare,permit,Medium,2025-06-17 14:22:58.570081,0.26,2,1,OFF074,1.2,2,Clerk->Officer,10,9.94,False,0.041,0.414
7ed16340-296f-4777-940f-62516e2620ab,Welfare,report,Low,2025-01-08 14:22:58.570081,0.202,8,1,OFF053,3.4,7,Clerk->Officer,10,9.77,False,0.041,0.407
8066a282-0ffb-4ac8-b068-b538584de4e7,Education,permit,Low,2024-12-21 14:22:58.570081,0.092,1,2,OFF087,4.1,3,Clerk->Officer->SectionHead,14,1.0,False,0.003,0.042
86ea3927-895e-4869-8ba0-4fd9b2ba2879,Health,permit,Medium,2025-02-03 14:22:58.570081,0.64,8,1,OFF115,1.8,9,Clerk->Officer,10,1.0,False,0.004,0.042
6804e2b5-062b-435b-972a-d7f8b9818b0a,Transport,permit,Low,2025-04-12 14:22:58.570081,0.261,9,1,OFF190,0.5,9,Clerk->Officer,14,24.39,False,0.073,1.016
5d27d350-a758-4d5f-a454-7154def61c49,Welfare,appeal,Low,2024-12-13 14:22:58.570081,0.138,10,4,OFF059,4.6,9,Clerk->Officer->SectionHead->Finance->Director,21,39.49,False,0.078,1.645
8615af3c-4096-46b7-bcb8-ace97a4b83a5,Revenue,permit,Low,2024-12-18 14:22:58.570081,0.347,7,2,OFF161,2.1,5,Clerk->Officer->SectionHead,14,20.38,False,0.061,0.849
50c386cc-37ad-4224-9875-aa20551dfd50,Welfare,report,Low,2025-05-26 14:22:58.570081,0.229,6,3,OFF133,0.5,6,Clerk->Officer->SectionHead->Finance,10,24.32,False,0.101,1.013
86d7a4fb-eb7d-4d9c-b94d-26ebcd7b701e,Revenue,report,Medium,2025-01-07 14:22:58.570081,0.3,7,2,OFF110,3.1,6,Clerk->Officer->SectionHead,7,12.81,False,0.076,0.534
700a56f3-6934-48d6-bea6-df48a773b9ac,Education,application,Medium,2025-01-02 14:22:58.570081,0.046,8,1,OFF105,0.5,3,Clerk->Officer,5,1.0,False,0.008,0.042
d718a92e-3b15-4f69-a367-d8746b0b1dc6,UrbanDev,appeal,Low,2025-01-06 14:22:58.570081,0.335,11,3,OFF033,3.1,14,Clerk->Officer->SectionHead->Finance,21,32.77,False,0.065,1.365
32c47f90-aa85-4f1d-a749-2056c4c7f617,Welfare,application,Medium,2025-07-05 14:22:58.570081,0.268,7,1,OFF088,2.6,5,Clerk->Officer,5,11.68,False,0.097,0.487
81bcad91-1cb3-4c3d-9fac-fd5ad82d4427,Welfare,application,Medium,2025-11-21 14:22:58.570081,0.406,7,2,OFF029,6.8,8,Clerk->Officer->SectionHead,5,4.65,False,0.039,0.194
cdc651de-6836-4512-a04e-e869388672e5,Education,application,Low,2025-04-18 14:22:58.570081,0.256,4,2,OFF185,0.5,9,Clerk->Officer->SectionHead,7,10.31,False,0.061,0.43
9f4824c7-67cf-4bad-89da-444b114af144,Revenue,application,Low,2025-03-03 14:22:58.570081,0.369,13,1,OFF176,6.0,7,Clerk->Officer,7,12.93,False,0.077,0.539
c4168d03-ca5c-46ed-82c8-4e0aff49162d,Education,application,Medium,2025-07-27 14:22:58.570081,0.167,4,1,OFF121,2.4,6,Clerk->Officer,5,6.96,False,0.058,0.29
ca0b6533-9fca-4416-8dab-18fd597d741f,Revenue,report,Low,2025-01-18 14:22:58.570081,0.346,9,2,OFF008,4.8,11,Clerk->Officer->SectionHead,10,42.55,False,0.177,1.773
3f9dc403-3b50-4360-8060-3af133fffc02,Education,permit,Medium,2025-01-19 14:22:58.570081,0.159,7,1,OFF044,6.5,7,Clerk->Officer,10,13.1,False,0.055,0.546
e957b333-7ff2-4430-97e2-ff9d4ad921f0,Health,report,Medium,2025-05-14 14:22:58.570081,0.072,1,2,OFF162,7.0,8,Clerk->Officer->SectionHead,7,7.77,False,0.046,0.324
69073ab7-9365-4e7e-a7e3-33fd7d8f2800,Education,application,Low,2025-02-04 14:22:58.570081,0.583,10,3,OFF145,3.7,8,Clerk->Officer->SectionHead->Finance,7,28.63,False,0.17,1.193
cc9b64c5-d0dc-4da9-ad2d-1bbee0e02ea6,Welfare,application,High,2025-02-13 14:22:58.570081,0.423,4,2,OFF028,1.6,9,Clerk->Officer->SectionHead,3,13.45,False,0.187,0.56
ff009093-5d16-41fd-8cb1-f8997e68030c,UrbanDev,application,Low,2025-02-13 14:22:58.570081,0.251,1,1,OFF181,6.9,5,Clerk->Officer,7,4.73,False,0.028,0.197
71732212-3969-4cce-9ea5-d52e52ff72de,Education,application,Low,2024-12-21 14:22:58.570081,0.262,5,2,OFF193,4.0,11,Clerk->Officer->SectionHead,7,4.42,False,0.026,0.184
eff4dcdf-aff3-491c-a74b-4ddd83abf0f2,Revenue,appeal,High,2024-12-08 14:22:58.570081,0.446,11,1,OFF102,3.2,14,Clerk->Officer,7,1.0,True,0.006,0.042
d12fe529-2ece-429c-aeb7-bbec4c123af2,Education,application,Medium,2025-05-22 14:22:58.570081,0.456,9,2,OFF133,5.9,8,Clerk->Officer->SectionHead,5,1.0,False,0.008,0.042
219ddd44-3be9-4681-b4c2-b10e1bec4bd4,Welfare,application,High,2024-12-10 14:22:58.570081,0.194,4,1,OFF035,0.5,7,Clerk->Officer,3,10.6,False,0.147,0.442
ef08f7e2-90e2-4f12-80b0-9d21c512a68e,Transport,appeal,Low,2025-09-28 14:22:58.570081,0.279,1,1,OFF150,3.1,9,Clerk->Officer,21,8.47,False,0.017,0.353
67ca389b-7f2c-486a-930d-d8d132b09093,Health,appeal,Low,2025-03-30 14:22:58.570081,0.725,11,1,OFF143,3.9,9,Clerk->Officer,21,3.27,False,0.006,0.136
b875e9fc-25c9-41b4-a0d7-efb499132091,Revenue,application,Low,2025-03-22 14:22:58.570081,0.628,5,1,OFF024,4.1,9,Clerk->Officer,7,33.69,True,0.201,1.404
643ca412-2172-49de-8ed7-9b433efe9bb5,Welfare,application,Low,2025-01-02 14:22:58.570081,0.193,5,3,OFF125,4.4,4,Clerk->Officer->SectionHead->Finance,7,25.38,False,0.151,1.057
2e7b3f6b-6c8c-4167-aa59-97ef5e3acc12,Education,application,High,2025-04-02 14:22:58.570081,0.313,4,1,OFF144,4.7,10,Clerk->Officer,3,14.04,False,0.195,0.585
1ec33811-37a0-46b1-ab24-77e68c9d1e8a,Revenue,report,Medium,2025-04-30 14:22:58.570081,0.265,2,1,OFF196,4.0,11,Clerk->Officer,7,1.0,False,0.006,0.042
d5ebad02-f73a-422a-b6d6-c201ea653471,Welfare,application,Low,2024-12-23 14:22:58.570081,0.321,9,2,OFF095,7.9,6,Clerk->Officer->SectionHead,7,17.46,True,0.104,0.728
ce1e5c48-335e-4750-8ea4-06b77ac00e66,Revenue,report,Low,2026-01-12 14:22:58.570081,0.07,6,1,OFF130,1.4,4,Clerk->Officer,10,9.02,False,0.038,0.376
e37405c3-851a-4840-9b45-b42f34ac976c,Transport,application,Low,2025-01-15 14:22:58.570081,0.246,7,3,OFF052,4.9,10,Clerk->Officer->SectionHead->Finance,7,32.07,False,0.191,1.336
e16afa18-594c-412b-ba48-da96aeb8b14a,Health,appeal,Low,2025-04-19 14:22:58.570081,0.479,6,1,OFF160,4.0,8,Clerk->Officer,21,11.33,False,0.022,0.472
1bfab9ac-1c22-4272-96f2-549d445c8679,Health,permit,Medium,2025-08-27 14:22:58.570081,0.598,14,2,OFF058,4.6,15,Clerk->Officer->SectionHead,10,18.68,False,0.078,0.778
62b04991-e777-4440-b42a-65629b94b1b8,Health,application,Medium,2025-02-12 14:22:58.570081,0.237,9,1,OFF017,5.5,8,Clerk->Officer,5,14.55,False,0.121,0.606
bc00f173-aeed-4712-95ac-c11fa734298e,Transport,application,Low,2026-01-19 14:22:58.570081,0.13,10,1,OFF049,1.3,5,Clerk->Officer,7,1.0,False,0.006,0.042
680be705-097d-4557-88e6-d1d0b6dafd87,Revenue,permit,High,2025-03-01 14:22:58.570081,0.103,3,1,OFF114,2.9,6,Clerk->Officer,5,8.3,False,0.069,0.346
4d7f79b7-c266-47b8-ad2c-2f0dd2669c13,UrbanDev,application,Medium,2025-02-15 14:22:58.570081,0.229,9,1,OFF086,1.3,7,Clerk->Officer,5,21.89,False,0.182,0.912
5ce53f4c-afa9-4664-a7ca-0b9ab83be0c8,Health,appeal,Medium,2025-03-26 14:22:58.570081,0.382,9,3,OFF064,0.6,9,Clerk->Officer->SectionHead->Finance,14,19.91,False,0.059,0.83
354f5b9b-e8d0-4898-a82a-62e3f2afff92,Health,application,Low,2025-01-15 14:22:58.570081,0.219,5,1,OFF054,0.5,6,Clerk->Officer,7,25.31,False,0.151,1.055
04369887-9c2b-47f5-a9c3-f1bfc5a7647c,Education,permit,Medium,2025-06-17 14:22:58.570081,0.447,8,4,OFF094,2.1,12,Clerk->Officer->SectionHead->Finance->Director,10,46.32,False,0.193,1.93
1a3a6304-ce22-4cbb-8cf8-abfcc10dc92f,Education,permit,Low,2025-01-25 14:22:58.570081,0.265,9,2,OFF046,1.8,10,Clerk->Officer->SectionHead,14,3.53,True,0.011,0.147
127ded19-3c13-445e-b2e0-05a2f7503da2,Transport,application,Low,2025-10-06 14:22:58.570081,0.218,9,2,OFF070,1.6,3,Clerk->Officer->SectionHead,7,1.0,False,0.006,0.042
78121da9-e728-4def-b50d-1638ddadd217,Welfare,application,Medium,2026-01-03 14:22:58.570081,0.602,9,3,OFF049,3.9,12,Clerk->Officer->SectionHead->Finance,5,30.8,True,0.257,1.283
88baace4-cacd-404b-ac11-f08d87c7067e,Revenue,application,Low,2025-07-19 14:22:58.570081,0.204,6,2,OFF198,3.3,5,Clerk->Officer->SectionHead,7,15.89,False,0.095,0.662
9d02b45e-fc08-42c1-a81d-fd0212f6c972,Transport,appeal,Low,2025-01-24 14:22:58.570081,0.435,13,4,OFF079,2.4,8,Clerk->Officer->SectionHead->Finance->Director,21,20.49,False,0.041,0.854
1d1e0585-935c-4ed6-a5e5-8d25a92943af,Welfare,application,Medium,2026-01-07 14:22:58.570081,0.453,15,4,OFF198,5.2,11,Clerk->Officer->SectionHead->Finance->Director,5,64.92,True,0.541,2.705
56a4b144-2fe6-40f5-a713-0a719403cd75,Welfare,report,Low,2026-01-16 14:22:58.570081,0.188,8,1,OFF027,1.8,5,Clerk->Officer,10,13.46,False,0.056,0.561
91254a30-bf75-4a1f-ada9-4df59caced66,UrbanDev,application,Medium,2026-05-18 14:22:58.570081,0.242,7,1,OFF156,3.2,5,Clerk->Officer,5,18.65,False,0.155,0.777
94b4e310-f983-4948-833a-27d4e15a4766,Health,report,Low,2026-03-12 14:22:58.570081,0.412,6,1,OFF167,3.9,7,Clerk->Officer,10,1.0,False,0.004,0.042
4b29d896-bc6c-44bd-b5d7-cefcdd07fdf7,Health,appeal,High,2025-01-03 14:22:58.570081,0.241,6,1,OFF072,0.5,4,Clerk->Officer,7,2.34,False,0.014,0.097
cc5fc493-005c-4b4d-9c8e-7ab44f555dc3,Revenue,appeal,High,2025-06-30 14:22:58.570081,0.18,12,2,OFF120,3.2,2,Clerk->Officer->SectionHead,7,35.58,False,0.212,1.482
31b87897-e49a-4fd0-b945-1d956d52a22f,Transport,permit,Low,2025-01-14 14:22:58.570081,0.255,7,1,OFF035,2.7,9,Clerk->Officer,14,4.53,False,0.013,0.189
31a5b282-5f44-42a5-8e86-14871adb3128,Health,application,Low,2024-12-24 14:22:58.570081,0.307,9,2,OFF004,2.5,9,Clerk->Officer->SectionHead,7,1.0,True,0.006,0.042
e592b6bb-e34e-4e8f-808b-91b7648122b0,Revenue,application,High,2025-01-20 14:22:58.570081,0.088,6,1,OFF046,0.5,5,Clerk->Officer,3,1.0,True,0.014,0.042
94982c6c-dbb0-4a3f-8ea3-b7c9f92a5d3d,Transport,report,Low,2025-06-25 14:22:58.570081,0.083,8,1,OFF139,2.2,10,Clerk->Officer,10,2.0,False,0.008,0.083
7812e633-ad29-4447-98d0-cee55c5d5b86,Revenue,application,Low,2025-03-24 14:22:58.570081,0.143,3,2,OFF122,2.4,8,Clerk->Officer->SectionHead,7,21.52,False,0.128,0.897
c6c59b40-2adb-4e0d-9b7b-59c1f1fe5142,Education,report,High,2025-06-26 14:22:58.570081,0.359,13,3,OFF153,4.2,15,Clerk->Officer->SectionHead->Finance,4,37.12,False,0.387,1.547
a806a405-ccdb-4260-a512-e376a4916b26,Welfare,appeal,Low,2024-12-24 14:22:58.570081,0.126,10,1,OFF126,5.8,7,Clerk->Officer,21,1.0,False,0.002,0.042
2fb3a44d-8ed5-4c98-ae69-7a8d594708dd,Transport,report,Low,2025-02-01 14:22:58.570081,0.282,4,2,OFF035,3.5,10,Clerk->Officer->SectionHead,10,28.66,False,0.119,1.194
aa864283-32f2-4914-9ba3-f9666bd2bd9c,Welfare,application,Low,2025-01-08 14:22:58.570081,0.144,9,1,OFF141,0.5,10,Clerk->Officer,7,44.36,False,0.264,1.848
8da7f6f8-37ba-4d2c-b68d-be89908dfd17,UrbanDev,report,Medium,2025-03-04 14:22:58.570081,0.066,4,1,OFF046,3.0,5,Clerk->Officer,7,14.06,False,0.084,0.586
53f858b3-2b3d-44ee-88f0-2361e270da7c,Health,permit,High,2025-01-25 14:22:58.570081,0.314,12,3,OFF173,5.9,9,Clerk->Officer->SectionHead->Finance,5,46.47,False,0.387,1.936
18db8de2-5f90-41ec-b54d-1fa78d6e16f3,Education,application,Low,2025-01-25 14:22:58.570081,0.315,6,1,OFF019,2.8,2,Clerk->Officer,7,4.03,False,0.024,0.168
030bfc93-310d-454c-84eb-ac12df16efb2,Welfare,report,Medium,2025-04-26 14:22:58.570081,0.316,9,3,OFF083,0.5,6,Clerk->Officer->SectionHead->Finance,7,25.48,False,0.152,1.062
24b960f6-ac1e-4368-8197-c4991f3f15ee,Transport,application,Medium,2025-10-16 14:22:58.570081,0.182,8,1,OFF158,3.1,8,Clerk->Officer,5,12.52,False,0.104,0.522
8ac588ad-6e8a-4800-a1ac-a7d5abec879c,Transport,appeal,Medium,2025-06-16 14:22:58.570081,0.203,6,1,OFF098,0.5,6,Clerk->Officer,14,19.24,False,0.057,0.802
e737610c-da9d-436d-992f-72ff8473109d,Health,application,High,2024-12-13 14:22:58.570081,0.312,8,4,OFF198,3.3,6,Clerk->Officer->SectionHead->Finance->Director,3,25.65,True,0.356,1.069
bec5adf4-4bf0-425d-bcc2-c3ec3bdcef83,Welfare,appeal,High,2025-05-23 14:22:58.570081,0.259,9,1,OFF101,4.9,7,Clerk->Officer,7,5.02,False,0.03,0.209
34f361f8-fe12-4bb9-89c1-c51bb2eda0b3,Health,appeal,Low,2025-08-04 14:22:58.570081,0.218,8,1,OFF137,3.8,9,Clerk->Officer,21,1.15,False,0.002,0.048
019417a4-350b-4704-8fdc-d46a39b34445,Education,application,Medium,2024-12-04 14:22:58.570081,0.124,5,1,OFF182,0.5,6,Clerk->Officer,5,1.0,False,0.008,0.042
eb5ac02f-0dc4-4197-ab49-be526f851d96,Welfare,permit,Low,2025-01-29 14:22:58.570081,0.179,2,1,OFF007,0.5,1,Clerk->Officer,14,1.0,False,0.003,0.042
c2e8d0e0-6546-4688-969f-7067823eb019,UrbanDev,report,Low,2025-09-03 14:22:58.570081,0.3,6,1,OFF156,2.6,9,Clerk->Officer,10,3.93,False,0.016,0.164
879b71c1-a365-40cd-aa72-28a0f2114863,Education,report,Medium,2025-01-17 14:22:58.570081,0.357,9,1,OFF065,4.3,6,Clerk->Officer,7,7.31,False,0.044,0.305
1a32f59c-18b4-4e1b-8113-c443780c7191,Health,application,High,2025-03-03 14:22:58.570081,0.46,12,2,OFF003,1.3,10,Clerk->Officer->SectionHead,3,1.0,False,0.014,0.042
cd186f44-0b29-4eae-ac66-25ba135b7a2e,Education,application,Medium,2026-03-24 14:22:58.570081,0.293,7,1,OFF008,1.5,12,Clerk->Officer,5,22.86,False,0.19,0.952
91e89768-ac09-46a5-97e6-51f822205115,Revenue,permit,Medium,2025-01-07 14:22:58.570081,0.325,18,2,OFF094,0.5,10,Clerk->Officer->SectionHead,10,6.25,True,0.026,0.26
0e338286-5731-4423-80e6-dd6c122263d3,Revenue,application,Medium,2025-01-11 14:22:58.570081,0.453,15,2,OFF188,4.8,10,Clerk->Officer->SectionHead,5,21.82,False,0.182,0.909
3405c260-fc7f-4814-9ce7-79829a580e64,Health,application,Medium,2025-02-14 14:22:58.570081,0.109,4,1,OFF109,2.9,3,Clerk->Officer,5,14.22,True,0.118,0.592
e90f323e-1a64-4066-becf-150dfab4c0e4,UrbanDev,application,Low,2025-01-15 14:22:58.570081,0.008,7,1,OFF190,1.9,4,Clerk->Officer,7,16.41,False,0.098,0.684
fe9f9a4d-2884-4e56-80b4-0ae122cc11f7,Welfare,permit,Low,2025-01-29 14:22:58.570081,0.548,5,2,OFF048,3.3,8,Clerk->Officer->SectionHead,14,17.41,False,0.052,0.725
304892dd-a3fa-421c-ad90-3f747bbe377d,Education,application,High,2025-07-01 14:22:58.570081,0.334,13,3,OFF169,1.4,13,Clerk->Officer->SectionHead->Finance,3,7.91,False,0.11,0.33
0748c547-57ad-4550-bf97-b152e1b2cf44,Revenue,appeal,High,2025-02-10 14:22:58.570081,0.505,15,2,OFF147,2.6,9,Clerk->Officer->SectionHead,7,5.15,False,0.031,0.215
15de765f-4647-4b68-944b-56234a9a5a04,Education,appeal,Low,2025-03-30 14:22:58.570081,0.122,4,1,OFF145,2.8,5,Clerk->Officer,21,14.82,False,0.029,0.618
406ae3b3-cb23-471b-b033-aead7bb45cf7,Revenue,application,Low,2026-03-30 14:22:58.570081,0.289,9,4,OFF062,5.7,8,Clerk->Officer->SectionHead->Finance->Director,7,19.62,False,0.117,0.818
efb777dd-36d1-40e5-8746-0dcc0825725e,Health,application,Low,2025-04-10 14:22:58.570081,0.227,7,2,OFF108,1.2,10,Clerk->Officer->SectionHead,7,19.55,False,0.116,0.815
bac08b4c-3620-4c1e-8913-7bc182aa7ef4,Revenue,application,Medium,2024-12-31 14:22:58.570081,0.241,3,3,OFF073,6.1,5,Clerk->Officer->SectionHead->Finance,5,11.75,False,0.098,0.49
3735910d-3999-4e6d-b3b5-9cafef003640,UrbanDev,application,Low,2025-02-09 14:22:58.570081,0.241,7,1,OFF168,5.1,3,Clerk->Officer,7,16.01,True,0.095,0.667
6f2a025a-98c8-4cf8-975b-b5ce3704141f,Revenue,report,Low,2025-02-07 14:22:58.570081,0.502,12,2,OFF174,2.3,9,Clerk->Officer->SectionHead,10,36.64,False,0.153,1.527
adab4ed0-c6d0-4947-a545-7489cc2aa8e7,Transport,appeal,Low,2025-07-31 14:22:58.570081,0.186,10,3,OFF107,1.9,4,Clerk->Officer->SectionHead->Finance,21,36.37,False,0.072,1.515
b1b04109-3d35-40fe-a071-089c6c42fc2f,UrbanDev,application,Medium,2025-02-04 14:22:58.570081,0.072,8,2,OFF069,3.7,2,Clerk->Officer->SectionHead,5,1.0,False,0.008,0.042
49045464-9024-4530-a9b4-a5bbede8b366,Revenue,report,Medium,2025-01-01 14:22:58.570081,0.265,11,1,OFF113,2.5,12,Clerk->Officer,7,2.78,False,0.017,0.116
8b1e6933-3df3-46b3-9caf-84e855bc0ed6,Transport,application,Low,2024-12-03 14:22:58.570081,0.32,6,1,OFF164,0.5,5,Clerk->Officer,7,24.84,False,0.148,1.035
675ff395-3f05-49aa-8f3c-79664d1cab33,UrbanDev,application,Medium,2025-08-06 14:22:58.570081,0.088,4,1,OFF129,4.1,3,Clerk->Officer,5,32.46,False,0.27,1.352
51dc8dc1-0412-4106-a2a3-3e99dd5b39a7,Education,application,Low,2025-08-31 14:22:58.570081,0.44,17,2,OFF025,0.8,12,Clerk->Officer->SectionHead,7,25.02,False,0.149,1.042
8373e976-14b5-41f7-a4f2-17460c9717c3,Revenue,application,Low,2024-12-08 14:22:58.570081,0.191,4,2,OFF077,2.4,6,Clerk->Officer->SectionHead,7,32.65,False,0.194,1.36
1d0e9376-0b25-4eec-9a6c-ef34722d8019,Health,appeal,Medium,2025-04-30 14:22:58.570081,0.115,6,1,OFF136,6.0,6,Clerk->Officer,14,15.89,False,0.047,0.662
